,user id,issued time,organizer id,task label
2748410,4257,2020-02-18 15:48:00,4511,6.0
2748412,4528,2020-02-18 15:48:00,4511,6.0
2748415,8392,2020-02-18 15:48:00,4511,6.0
2748414,8041,2020-02-18 15:48:00,4511,6.0
2748411,4506,2020-02-18 15:48:00,4511,6.0
2746303,13662,2020-02-19 09:00:00,4426,6.0
2745758,14129,2020-02-19 09:00:00,2940,6.0
2745757,6017,2020-02-19 09:00:00,2940,6.0
2745756,5690,2020-02-19 09:00:00,2940,6.0
2745755,5619,2020-02-19 09:00:00,2940,6.0
2745754,3915,2020-02-19 09:00:00,2940,6.0
2745753,3846,2020-02-19 09:00:00,2940,6.0
2746301,12955,2020-02-19 09:00:00,4426,6.0
2746302,13575,2020-02-19 09:00:00,4426,6.0
2749351,11920,2020-02-19 09:00:00,3318,6.0
2749350,3804,2020-02-19 09:00:00,3318,6.0
2749349,3539,2020-02-19 09:00:00,3318,6.0
2745702,14230,2020-02-19 09:00:00,2940,6.0
2745701,14229,2020-02-19 09:00:00,2940,6.0
2747466,8930,2020-02-19 09:00:00,10002,6.0
2746238,8507,2020-02-19 09:00:00,3318,6.0
2746300,12880,2020-02-19 09:00:00,4426,6.0
2746299,3410,2020-02-19 09:00:00,4426,6.0
2745759,14290,2020-02-19 09:00:00,2940,6.0
2745774,14357,2020-02-19 09:00:00,2940,6.0
2745775,14483,2020-02-19 09:00:00,2940,6.0
2745773,14311,2020-02-19 09:00:00,2940,6.0
2745772,14297,2020-02-19 09:00:00,2940,6.0
2745760,14297,2020-02-19 09:00:00,2940,6.0
2745761,14676,2020-02-19 09:00:00,2940,6.0
2745762,14997,2020-02-19 09:00:00,2940,6.0
2745763,3909,2020-02-19 09:00:00,2940,6.0
2745764,3915,2020-02-19 09:00:00,2940,6.0
2745765,3981,2020-02-19 09:00:00,2940,6.0
2745766,5923,2020-02-19 09:00:00,2940,6.0
2745767,6017,2020-02-19 09:00:00,2940,6.0
2745768,6884,2020-02-19 09:00:00,2940,6.0
2745769,14129,2020-02-19 09:00:00,2940,6.0
2745770,14140,2020-02-19 09:00:00,2940,6.0
2745771,14230,2020-02-19 09:00:00,2940,6.0
2745247,15208,2020-02-19 09:30:00,3154,6.0
2745249,15242,2020-02-19 09:30:00,3154,6.0
2745250,15244,2020-02-19 09:30:00,3154,6.0
2745251,15278,2020-02-19 09:30:00,3154,6.0
2745252,15352,2020-02-19 09:30:00,3154,6.0
2745253,15374,2020-02-19 09:30:00,3154,6.0
2745248,15235,2020-02-19 09:30:00,3154,6.0
2745246,15204,2020-02-19 09:30:00,3154,6.0
2745240,15137,2020-02-19 09:30:00,3154,6.0
2745244,15190,2020-02-19 09:30:00,3154,6.0
2745243,15188,2020-02-19 09:30:00,3154,6.0
2745242,15178,2020-02-19 09:30:00,3154,6.0
2745241,15171,2020-02-19 09:30:00,3154,6.0
2745239,15120,2020-02-19 09:30:00,3154,6.0
2745238,15118,2020-02-19 09:30:00,3154,6.0
2745237,15114,2020-02-19 09:30:00,3154,6.0
2745236,15064,2020-02-19 09:30:00,3154,6.0
2745235,15057,2020-02-19 09:30:00,3154,6.0
2745234,15051,2020-02-19 09:30:00,3154,6.0
2745233,15042,2020-02-19 09:30:00,3154,6.0
2745232,15017,2020-02-19 09:30:00,3154,6.0
2745231,15002,2020-02-19 09:30:00,3154,6.0
2745230,14989,2020-02-19 09:30:00,3154,6.0
2745245,15198,2020-02-19 09:30:00,3154,6.0
2745254,15390,2020-02-19 09:30:00,3154,6.0
2745258,15493,2020-02-19 09:30:00,3154,6.0
2745256,15428,2020-02-19 09:30:00,3154,6.0
2745268,15977,2020-02-19 09:30:00,3154,6.0
2745269,16047,2020-02-19 09:30:00,3154,6.0
2745270,16097,2020-02-19 09:30:00,3154,6.0
2745271,16330,2020-02-19 09:30:00,3154,6.0
2745272,16333,2020-02-19 09:30:00,3154,6.0
2745274,16423,2020-02-19 09:30:00,3154,6.0
2745275,16440,2020-02-19 09:30:00,3154,6.0
2745276,16641,2020-02-19 09:30:00,3154,6.0
2745277,16823,2020-02-19 09:30:00,3154,6.0
2745278,17154,2020-02-19 09:30:00,3154,6.0
2745273,16386,2020-02-19 09:30:00,3154,6.0
2745255,15421,2020-02-19 09:30:00,3154,6.0
2745257,15485,2020-02-19 09:30:00,3154,6.0
2745229,14970,2020-02-19 09:30:00,3154,6.0
2745259,15549,2020-02-19 09:30:00,3154,6.0
2745260,15575,2020-02-19 09:30:00,3154,6.0
2745261,15678,2020-02-19 09:30:00,3154,6.0
2745262,15718,2020-02-19 09:30:00,3154,6.0
2745263,15786,2020-02-19 09:30:00,3154,6.0
2745265,15875,2020-02-19 09:30:00,3154,6.0
2745266,15887,2020-02-19 09:30:00,3154,6.0
2745267,15930,2020-02-19 09:30:00,3154,6.0
2745264,15830,2020-02-19 09:30:00,3154,6.0
2745228,14965,2020-02-19 09:30:00,3154,6.0
2745221,14893,2020-02-19 09:30:00,3154,6.0
2745208,14816,2020-02-19 09:30:00,3154,6.0
2745207,14806,2020-02-19 09:30:00,3154,6.0
2745206,14798,2020-02-19 09:30:00,3154,6.0
2745205,14792,2020-02-19 09:30:00,3154,6.0
2745204,14791,2020-02-19 09:30:00,3154,6.0
2745203,14780,2020-02-19 09:30:00,3154,6.0
2745202,14778,2020-02-19 09:30:00,3154,6.0
2745201,14767,2020-02-19 09:30:00,3154,6.0
2745200,14709,2020-02-19 09:30:00,3154,6.0
2745199,14675,2020-02-19 09:30:00,3154,6.0
2745198,14595,2020-02-19 09:30:00,3154,6.0
2745197,14563,2020-02-19 09:30:00,3154,6.0
2745196,14504,2020-02-19 09:30:00,3154,6.0
2745209,14819,2020-02-19 09:30:00,3154,6.0
2745195,8041,2020-02-19 09:30:00,3154,6.0
2745194,6918,2020-02-19 09:30:00,3154,6.0
2745193,6266,2020-02-19 09:30:00,3154,6.0
2745227,14960,2020-02-19 09:30:00,3154,6.0
2745210,14822,2020-02-19 09:30:00,3154,6.0
2745212,14829,2020-02-19 09:30:00,3154,6.0
2745225,14933,2020-02-19 09:30:00,3154,6.0
2745224,14929,2020-02-19 09:30:00,3154,6.0
2745223,14906,2020-02-19 09:30:00,3154,6.0
2745222,14898,2020-02-19 09:30:00,3154,6.0
2745279,17327,2020-02-19 09:30:00,3154,6.0
2745220,14889,2020-02-19 09:30:00,3154,6.0
2745219,14888,2020-02-19 09:30:00,3154,6.0
2745218,14863,2020-02-19 09:30:00,3154,6.0
2745211,14827,2020-02-19 09:30:00,3154,6.0
2745217,14858,2020-02-19 09:30:00,3154,6.0
2745216,14851,2020-02-19 09:30:00,3154,6.0
2745215,14848,2020-02-19 09:30:00,3154,6.0
2745214,14843,2020-02-19 09:30:00,3154,6.0
2745213,14830,2020-02-19 09:30:00,3154,6.0
2748203,13535,2020-02-19 09:30:00,4106,6.0
2748202,13531,2020-02-19 09:30:00,4106,6.0
2748201,4687,2020-02-19 09:30:00,4106,6.0
2748200,4387,2020-02-19 09:30:00,4106,6.0
2748138,12729,2020-02-19 09:30:00,4106,6.0
2748416,8481,2020-02-19 09:30:00,3763,6.0
2748417,8579,2020-02-19 09:30:00,3763,6.0
2748418,10231,2020-02-19 09:30:00,3763,6.0
2748419,10254,2020-02-19 09:30:00,3763,6.0
2745226,14957,2020-02-19 09:30:00,3154,6.0
2747225,11691,2020-02-19 09:30:00,3679,6.0
2747224,10684,2020-02-19 09:30:00,3679,6.0
2747223,4054,2020-02-19 09:30:00,3679,6.0
2748913,8038,2020-02-19 09:30:00,3763,6.0
2748912,3845,2020-02-19 09:30:00,3763,6.0
2748914,8122,2020-02-19 09:30:00,3763,6.0
2749196,3452,2020-02-19 10:00:00,3260,6.0
2749197,3465,2020-02-19 10:00:00,3260,6.0
2749198,3568,2020-02-19 10:00:00,3260,6.0
2749199,3754,2020-02-19 10:00:00,3260,6.0
2744753,4580,2020-02-19 10:30:00,2365,6.0
2744368,15270,2020-02-19 12:00:00,3745,6.0
2744367,10002,2020-02-19 12:00:00,3745,6.0
2744366,8930,2020-02-19 12:00:00,3745,6.0
2743507,8507,2020-02-19 14:00:00,4585,0.0
2748267,8797,2020-02-19 14:00:00,7532,6.0
2743094,7034,2020-02-19 14:29:00,16726,6.0
2748087,9133,2020-02-19 14:30:00,4106,6.0
2742498,18237,2020-02-19 15:12:00,4314,6.0
2742497,18217,2020-02-19 15:12:00,4314,6.0
2742496,18212,2020-02-19 15:12:00,4314,6.0
2742494,4862,2020-02-19 15:12:00,4314,6.0
2742495,13313,2020-02-19 15:12:00,4314,6.0
2740413,20622,2020-02-20 08:29:00,3154,6.0
2740412,20615,2020-02-20 08:29:00,3154,6.0
2740378,14709,2020-02-20 08:29:00,3154,6.0
2740379,14767,2020-02-20 08:29:00,3154,6.0
2740405,17327,2020-02-20 08:29:00,3154,6.0
2740414,20630,2020-02-20 08:29:00,3154,6.0
2740426,21847,2020-02-20 08:29:00,3154,6.0
2740425,21750,2020-02-20 08:29:00,3154,6.0
2740376,14675,2020-02-20 08:29:00,3154,6.0
2740377,14676,2020-02-20 08:29:00,3154,6.0
2740424,21413,2020-02-20 08:29:00,3154,6.0
2740423,21166,2020-02-20 08:29:00,3154,6.0
2740380,14778,2020-02-20 08:29:00,3154,6.0
2740422,20995,2020-02-20 08:29:00,3154,6.0
2740420,20969,2020-02-20 08:29:00,3154,6.0
2740419,20965,2020-02-20 08:29:00,3154,6.0
2740418,20734,2020-02-20 08:29:00,3154,6.0
2740417,20661,2020-02-20 08:29:00,3154,6.0
2740416,20656,2020-02-20 08:29:00,3154,6.0
2740415,20646,2020-02-20 08:29:00,3154,6.0
2740421,20974,2020-02-20 08:29:00,3154,6.0
2740381,14806,2020-02-20 08:29:00,3154,6.0
2740407,20525,2020-02-20 08:29:00,3154,6.0
2740383,14822,2020-02-20 08:29:00,3154,6.0
2740404,16386,2020-02-20 08:29:00,3154,6.0
2740403,15374,2020-02-20 08:29:00,3154,6.0
2740402,15244,2020-02-20 08:29:00,3154,6.0
2740401,15208,2020-02-20 08:29:00,3154,6.0
2740400,15190,2020-02-20 08:29:00,3154,6.0
2740399,15137,2020-02-20 08:29:00,3154,6.0
2740398,15118,2020-02-20 08:29:00,3154,6.0
2740397,15051,2020-02-20 08:29:00,3154,6.0
2740396,15042,2020-02-20 08:29:00,3154,6.0
2740395,15017,2020-02-20 08:29:00,3154,6.0
2740394,14989,2020-02-20 08:29:00,3154,6.0
2740393,14965,2020-02-20 08:29:00,3154,6.0
2740392,14960,2020-02-20 08:29:00,3154,6.0
2740391,14957,2020-02-20 08:29:00,3154,6.0
2740390,14933,2020-02-20 08:29:00,3154,6.0
2740389,14906,2020-02-20 08:29:00,3154,6.0
2740388,14898,2020-02-20 08:29:00,3154,6.0
2740387,14889,2020-02-20 08:29:00,3154,6.0
2740386,14863,2020-02-20 08:29:00,3154,6.0
2740385,14848,2020-02-20 08:29:00,3154,6.0
2740406,20438,2020-02-20 08:29:00,3154,6.0
2740408,20536,2020-02-20 08:29:00,3154,6.0
2740409,20580,2020-02-20 08:29:00,3154,6.0
2740384,14827,2020-02-20 08:29:00,3154,6.0
2740410,20586,2020-02-20 08:29:00,3154,6.0
2740411,20593,2020-02-20 08:29:00,3154,6.0
2740371,3451,2020-02-20 08:29:00,3154,6.0
2740372,6079,2020-02-20 08:29:00,3154,6.0
2740373,6266,2020-02-20 08:29:00,3154,6.0
2740382,14816,2020-02-20 08:29:00,3154,6.0
2740427,21893,2020-02-20 08:29:00,3154,6.0
2740374,14504,2020-02-20 08:29:00,3154,6.0
2740375,14563,2020-02-20 08:29:00,3154,6.0
2740428,22300,2020-02-20 08:29:00,3154,6.0
2740432,23595,2020-02-20 08:29:00,3154,6.0
2740431,23226,2020-02-20 08:29:00,3154,6.0
2740430,22401,2020-02-20 08:29:00,3154,6.0
2740429,22382,2020-02-20 08:29:00,3154,6.0
2741303,19537,2020-02-20 09:00:00,3745,6.0
2741302,8930,2020-02-20 09:00:00,3745,6.0
2741301,7927,2020-02-20 09:00:00,3745,6.0
2741923,3915,2020-02-20 09:00:00,2940,6.0
2741924,18886,2020-02-20 09:00:00,2940,6.0
2741925,18894,2020-02-20 09:00:00,2940,6.0
2741929,1716,2020-02-20 09:00:00,2940,6.0
2741930,3846,2020-02-20 09:00:00,2940,6.0
2741931,3915,2020-02-20 09:00:00,2940,6.0
2741932,5619,2020-02-20 09:00:00,2940,6.0
2741933,5690,2020-02-20 09:00:00,2940,6.0
2741934,6939,2020-02-20 09:00:00,2940,6.0
2741935,7374,2020-02-20 09:00:00,2940,6.0
2741936,14290,2020-02-20 09:00:00,2940,6.0
2741937,18880,2020-02-20 09:00:00,2940,6.0
2741938,18959,2020-02-20 09:00:00,2940,6.0
2741939,20802,2020-02-20 09:00:00,2940,6.0
2741942,3590,2020-02-20 09:00:00,2940,6.0
2741943,3915,2020-02-20 09:00:00,2940,6.0
2741944,5619,2020-02-20 09:00:00,2940,6.0
2741946,5923,2020-02-20 09:00:00,2940,6.0
2741168,19694,2020-02-20 09:00:00,4426,6.0
2742517,19216,2020-02-20 09:00:00,3318,6.0
2741167,19537,2020-02-20 09:00:00,4426,6.0
2741166,12955,2020-02-20 09:00:00,4426,6.0
2741165,12880,2020-02-20 09:00:00,4426,6.0
2741164,7927,2020-02-20 09:00:00,4426,6.0
2742455,9897,2020-02-20 09:00:00,10014,3.0
2742456,10025,2020-02-20 09:00:00,10014,3.0
2742457,18318,2020-02-20 09:00:00,10014,3.0
2742458,18343,2020-02-20 09:00:00,10014,3.0
2742481,3566,2020-02-20 09:00:00,3318,6.0
2741947,7374,2020-02-20 09:00:00,2940,6.0
2741948,14129,2020-02-20 09:00:00,2940,6.0
2741949,14311,2020-02-20 09:00:00,2940,6.0
2741950,14676,2020-02-20 09:00:00,2940,6.0
2741951,14997,2020-02-20 09:00:00,2940,6.0
2741952,20674,2020-02-20 09:00:00,2940,6.0
2741953,20807,2020-02-20 09:00:00,2940,6.0
2741945,5690,2020-02-20 09:00:00,2940,6.0
2740561,14578,2020-02-20 09:00:00,5540,6.0
2743499,16642,2020-02-20 09:30:00,3845,6.0
2743500,16644,2020-02-20 09:30:00,3845,6.0
2743501,16681,2020-02-20 09:30:00,3845,6.0
2739866,4387,2020-02-20 09:33:00,4106,6.0
2739825,20753,2020-02-20 09:37:00,4106,6.0
2739824,20745,2020-02-20 09:37:00,4106,6.0
2739823,9133,2020-02-20 09:37:00,4106,6.0
2739386,5212,2020-02-20 09:54:00,4511,6.0
2739354,20929,2020-02-20 09:58:00,4511,6.0
2739593,20776,2020-02-20 09:59:00,4106,6.0
2743373,17077,2020-02-20 10:00:00,3260,6.0
2743374,17520,2020-02-20 10:00:00,3260,6.0
2743375,20321,2020-02-20 10:00:00,3260,6.0
2743372,6299,2020-02-20 10:00:00,3260,6.0
2739333,5088,2020-02-20 10:00:00,4511,6.0
2743371,4001,2020-02-20 10:00:00,3260,6.0
2739325,4938,2020-02-20 10:05:00,4511,6.0
2743378,6005,2020-02-20 12:00:00,5772,6.0
2743379,6338,2020-02-20 12:00:00,5772,6.0
2743380,6346,2020-02-20 12:00:00,5772,6.0
2743381,11050,2020-02-20 12:00:00,5772,6.0
2743382,18117,2020-02-20 12:00:00,5772,6.0
2742589,18063,2020-02-20 14:00:00,3318,6.0
2738701,21468,2020-02-20 14:00:00,21352,6.0
2738702,21525,2020-02-20 14:00:00,21352,6.0
2738703,21602,2020-02-20 14:00:00,21352,6.0
2738225,22437,2020-02-20 14:30:00,4106,6.0
2737909,4746,2020-02-20 14:30:00,4511,6.0
2738283,21979,2020-02-20 14:30:00,4106,6.0
2738284,22502,2020-02-20 14:30:00,4106,6.0
2738285,22533,2020-02-20 14:30:00,4106,6.0
2737950,6830,2020-02-20 14:31:00,4511,6.0
2737949,22629,2020-02-20 14:31:00,4511,6.0
2737948,4789,2020-02-20 14:32:00,4511,6.0
2737943,4762,2020-02-20 14:32:00,4511,6.0
2737620,23114,2020-02-20 15:05:00,4314,6.0
2737619,23077,2020-02-20 15:05:00,4314,6.0
2737618,23076,2020-02-20 15:05:00,4314,6.0
2737617,23062,2020-02-20 15:05:00,4314,6.0
2737614,18248,2020-02-20 15:05:00,4314,6.0
2737613,18244,2020-02-20 15:05:00,4314,6.0
2737612,18217,2020-02-20 15:05:00,4314,6.0
2737621,23118,2020-02-20 15:05:00,4314,6.0
2737611,13313,2020-02-20 15:05:00,4314,6.0
2737615,23043,2020-02-20 15:05:00,4314,6.0
2737622,23133,2020-02-20 15:05:00,4314,6.0
2737630,23566,2020-02-20 15:05:00,4314,6.0
2737624,23140,2020-02-20 15:05:00,4314,6.0
2737625,23147,2020-02-20 15:05:00,4314,6.0
2737626,23148,2020-02-20 15:05:00,4314,6.0
2737627,23251,2020-02-20 15:05:00,4314,6.0
2737628,23361,2020-02-20 15:05:00,4314,6.0
2737629,23406,2020-02-20 15:05:00,4314,6.0
2737631,23627,2020-02-20 15:05:00,4314,6.0
2737632,23933,2020-02-20 15:05:00,4314,6.0
2737633,23954,2020-02-20 15:05:00,4314,6.0
2737610,4862,2020-02-20 15:05:00,4314,6.0
2737623,23136,2020-02-20 15:05:00,4314,6.0
2737609,3476,2020-02-20 15:05:00,4314,6.0
2737616,23053,2020-02-20 15:05:00,4314,6.0
2737026,24075,2020-02-21 09:00:00,3745,6.0
2737025,23821,2020-02-21 09:00:00,3745,6.0
2737024,23639,2020-02-21 09:00:00,3745,6.0
2737023,23608,2020-02-21 09:00:00,3745,6.0
2737017,3644,2020-02-21 09:00:00,3745,6.0
2737018,4451,2020-02-21 09:00:00,3745,6.0
2737019,4480,2020-02-21 09:00:00,3745,6.0
2737020,8930,2020-02-21 09:00:00,3745,6.0
2737021,15270,2020-02-21 09:00:00,3745,6.0
2737022,23573,2020-02-21 09:00:00,3745,6.0
2737355,5419,2020-02-21 09:00:00,3318,6.0
2737356,23456,2020-02-21 09:00:00,3318,6.0
2737302,1316,2020-02-21 09:00:00,3318,6.0
2737303,23773,2020-02-21 09:00:00,3318,6.0
2736448,3915,2020-02-21 09:00:00,2940,6.0
2736449,5619,2020-02-21 09:00:00,2940,6.0
2736450,5923,2020-02-21 09:00:00,2940,6.0
2736451,6017,2020-02-21 09:00:00,2940,6.0
2736452,7374,2020-02-21 09:00:00,2940,6.0
2736453,14129,2020-02-21 09:00:00,2940,6.0
2736454,14140,2020-02-21 09:00:00,2940,6.0
2736455,14311,2020-02-21 09:00:00,2940,6.0
2736456,14483,2020-02-21 09:00:00,2940,6.0
2736457,14997,2020-02-21 09:00:00,2940,6.0
2736458,20674,2020-02-21 09:00:00,2940,6.0
2736459,3846,2020-02-21 09:00:00,2940,6.0
2736460,5619,2020-02-21 09:00:00,2940,6.0
2736461,6017,2020-02-21 09:00:00,2940,6.0
2736462,6939,2020-02-21 09:00:00,2940,6.0
2736478,14297,2020-02-21 09:00:00,2940,6.0
2736463,14230,2020-02-21 09:00:00,2940,6.0
2736464,14290,2020-02-21 09:00:00,2940,6.0
2736465,14676,2020-02-21 09:00:00,2940,6.0
2736466,20802,2020-02-21 09:00:00,2940,6.0
2736476,3916,2020-02-21 09:00:00,2940,6.0
2736477,5619,2020-02-21 09:00:00,2940,6.0
2735690,24879,2020-02-21 09:00:00,4426,6.0
2735689,20607,2020-02-21 09:00:00,4426,6.0
2735688,16778,2020-02-21 09:00:00,4426,6.0
2735687,13662,2020-02-21 09:00:00,4426,6.0
2735686,13575,2020-02-21 09:00:00,4426,6.0
2735685,4451,2020-02-21 09:00:00,4426,6.0
2735684,3410,2020-02-21 09:00:00,4426,6.0
2736397,24188,2020-02-21 09:30:00,4106,2.0
2736430,4387,2020-02-21 09:30:00,4106,6.0
2736431,4687,2020-02-21 09:30:00,4106,6.0
2736692,23118,2020-02-21 09:30:00,3763,6.0
2736447,25319,2020-02-21 09:30:00,4106,2.0
2734183,15178,2020-02-21 09:41:00,3154,6.0
2734182,15120,2020-02-21 09:41:00,3154,6.0
2734179,15064,2020-02-21 09:41:00,3154,6.0
2734180,15114,2020-02-21 09:41:00,3154,6.0
2734184,15188,2020-02-21 09:41:00,3154,6.0
2734178,15042,2020-02-21 09:41:00,3154,6.0
2734181,15118,2020-02-21 09:41:00,3154,6.0
2734185,15190,2020-02-21 09:41:00,3154,6.0
2734190,15352,2020-02-21 09:41:00,3154,6.0
2734187,15208,2020-02-21 09:41:00,3154,6.0
2734188,15235,2020-02-21 09:41:00,3154,6.0
2734189,15242,2020-02-21 09:41:00,3154,6.0
2734191,15374,2020-02-21 09:41:00,3154,6.0
2734192,15485,2020-02-21 09:41:00,3154,6.0
2734193,15549,2020-02-21 09:41:00,3154,6.0
2734177,15017,2020-02-21 09:41:00,3154,6.0
2734195,15678,2020-02-21 09:41:00,3154,6.0
2734186,15198,2020-02-21 09:41:00,3154,6.0
2734194,15575,2020-02-21 09:41:00,3154,6.0
2734168,14848,2020-02-21 09:41:00,3154,6.0
2734175,14960,2020-02-21 09:41:00,3154,6.0
2734154,1316,2020-02-21 09:41:00,3154,6.0
2734155,6266,2020-02-21 09:41:00,3154,6.0
2734156,8230,2020-02-21 09:41:00,3154,6.0
2734157,14504,2020-02-21 09:41:00,3154,6.0
2734158,14563,2020-02-21 09:41:00,3154,6.0
2734159,14675,2020-02-21 09:41:00,3154,6.0
2734160,14709,2020-02-21 09:41:00,3154,6.0
2734161,14767,2020-02-21 09:41:00,3154,6.0
2734162,14778,2020-02-21 09:41:00,3154,6.0
2734163,14780,2020-02-21 09:41:00,3154,6.0
2734164,14806,2020-02-21 09:41:00,3154,6.0
2734165,14816,2020-02-21 09:41:00,3154,6.0
2734166,14822,2020-02-21 09:41:00,3154,6.0
2734167,14827,2020-02-21 09:41:00,3154,6.0
2734196,15786,2020-02-21 09:41:00,3154,6.0
2734169,14863,2020-02-21 09:41:00,3154,6.0
2734170,14888,2020-02-21 09:41:00,3154,6.0
2734171,14906,2020-02-21 09:41:00,3154,6.0
2734172,14929,2020-02-21 09:41:00,3154,6.0
2734173,14933,2020-02-21 09:41:00,3154,6.0
2734174,14957,2020-02-21 09:41:00,3154,6.0
2734176,14965,2020-02-21 09:41:00,3154,6.0
2734197,15830,2020-02-21 09:41:00,3154,6.0
2734206,17154,2020-02-21 09:41:00,3154,6.0
2734199,15887,2020-02-21 09:41:00,3154,6.0
2734228,25944,2020-02-21 09:41:00,3154,6.0
2734229,25970,2020-02-21 09:41:00,3154,6.0
2734231,26093,2020-02-21 09:41:00,3154,6.0
2734232,26116,2020-02-21 09:41:00,3154,6.0
2734233,26122,2020-02-21 09:41:00,3154,6.0
2734234,26254,2020-02-21 09:41:00,3154,6.0
2734235,26264,2020-02-21 09:41:00,3154,6.0
2734236,26350,2020-02-21 09:41:00,3154,6.0
2734237,26445,2020-02-21 09:41:00,3154,6.0
2734238,26529,2020-02-21 09:41:00,3154,6.0
2734227,25911,2020-02-21 09:41:00,3154,6.0
2734239,26609,2020-02-21 09:41:00,3154,6.0
2734241,28238,2020-02-21 09:41:00,3154,6.0
2734242,28452,2020-02-21 09:41:00,3154,6.0
2734243,28548,2020-02-21 09:41:00,3154,6.0
2734244,28552,2020-02-21 09:41:00,3154,6.0
2734245,28565,2020-02-21 09:41:00,3154,6.0
2734246,28569,2020-02-21 09:41:00,3154,6.0
2734247,28591,2020-02-21 09:41:00,3154,6.0
2734248,29183,2020-02-21 09:41:00,3154,6.0
2734249,29387,2020-02-21 09:41:00,3154,6.0
2734250,30586,2020-02-21 09:41:00,3154,6.0
2734240,26948,2020-02-21 09:41:00,3154,6.0
2734198,15875,2020-02-21 09:41:00,3154,6.0
2734226,22401,2020-02-21 09:41:00,3154,6.0
2734224,21847,2020-02-21 09:41:00,3154,6.0
2734200,15930,2020-02-21 09:41:00,3154,6.0
2734201,16047,2020-02-21 09:41:00,3154,6.0
2734202,16333,2020-02-21 09:41:00,3154,6.0
2734203,16386,2020-02-21 09:41:00,3154,6.0
2734205,16823,2020-02-21 09:41:00,3154,6.0
2734207,17327,2020-02-21 09:41:00,3154,6.0
2734208,19650,2020-02-21 09:41:00,3154,6.0
2734209,20438,2020-02-21 09:41:00,3154,6.0
2734210,20466,2020-02-21 09:41:00,3154,6.0
2734211,20525,2020-02-21 09:41:00,3154,6.0
2734225,21893,2020-02-21 09:41:00,3154,6.0
2734212,20536,2020-02-21 09:41:00,3154,6.0
2734214,20593,2020-02-21 09:41:00,3154,6.0
2734215,20615,2020-02-21 09:41:00,3154,6.0
2734216,20622,2020-02-21 09:41:00,3154,6.0
2734217,20630,2020-02-21 09:41:00,3154,6.0
2734218,20734,2020-02-21 09:41:00,3154,6.0
2734219,20974,2020-02-21 09:41:00,3154,6.0
2734220,20995,2020-02-21 09:41:00,3154,6.0
2734221,21166,2020-02-21 09:41:00,3154,6.0
2734222,21413,2020-02-21 09:41:00,3154,6.0
2734223,21750,2020-02-21 09:41:00,3154,6.0
2734213,20586,2020-02-21 09:41:00,3154,6.0
